subject,condition,vignetteType,vignetteNumber,answerOrder,vignette,dummyVignetteAnswer,vignetteAnswer,gender,age,postQuestion1,postQuestion2
sxjn35yzuc9,G3B,G,3,B,G3,7,6,female,31,correct,NA
yntb35yzdk9,L1A,L,1,A,L1,7,2,male,38,correct,I chose to go with a known probability as an unknown could very well be a lower probability. This way I knew my chances ahead of time.
xjx535yzfgz,L4A,L,4,A,L4,7,4,female,44,correct,"Because the end result ultimately didn't matter. If my kid had an equal interest and ability in tasks X and Y, one program would survive. I'd just put my kid in that program."
k0jo35yzxhq,L12A,L,12,A,L12,7,6,male,33,correct,I might have better than 50/50 chance of winning.
qc0735yzzp0,G11B,G,11,B,G11,7,5,male,34,correct,NA
qygp35yz4cb,L11B,L,11,B,L11,7,3,female,37,correct,"I would want to know if my car was involved in the hailstorm; however, I would not want it to put a damper on my vacation."
e3zt35yzqg8,G2A,G,2,A,G2,7,3,male,35,correct,I think a 50/50 chance of having a date with someone attractive is decent enough!
721g35yzb76,G3B,G,3,B,G3,7,3,male,58,correct,"Trying to figure probability of being in the 'good' department - having an even chance, to me, is better than an unknown chance."
dtw135yzx52,L4B,L,4,B,L4,7,6,female,36,correct,I just thought about which option I would prefer.
5ojh35yzrhs,L11B,L,11,B,L11,7,4,female,37,correct,NA
cu6c35yz7gk,L2B,L,2,B,L2,7,6,male,42,correct,NA
